,mes,Rendimiento
0,01,0.5075757575757576
1,02,-0.04000000000000009
2,03,1.048181818181818
3,04,1.7375757575757578
4,05,0.911818181818182
5,06,-0.30484848484848487
6,07,1.4
7,08,-0.6051515151515152
8,09,-0.8033333333333333
9,10,1.6227272727272724
10,11,1.923939393939394
11,12,1.294848484848485
